node,tissue
ASV432,RBL
ASV432,RBL
ASV433,PRL
ASV434,LVR
ASV435,RBL
ASV436,LVM
ASV436,LVM
ASV437,LVR
ASV437,LVR
ASV438,PRL
ASV438,LVM
ASV439,RBL
ASV440,LVR
ASV440,LVR
ASV441,LVR
ASV442,LVR
ASV442,LVR
ASV443,LVM
ASV443,LVM
ASV444,LVR
ASV444,LVR
ASV445,LVR
ASV445,LVR
ASV446,LVM
ASV446,LVM
ASV447,LVM
ASV447,LVM
ASV447,RBL
ASV447,RBL
ASV448,LVM
ASV448,LVM
ASV449,LVM
ASV449,LVM
ASV450,LVR
ASV451,LVM
ASV451,LVM
ASV451,LVR
ASV451,LVR
ASV452,PRL
ASV452,PRL
ASV453,LVM
ASV453,LVM
ASV453,LVM
ASV454,LVM
ASV454,LVM
ASV454,LVM
ASV454,LVM
ASV454,LVM
ASV455,LVM
ASV455,LVM
ASV456,LVR
ASV456,PRL
ASV457,PRL
ASV458,LVM
ASV459,LVM
ASV460,PRL
ASV460,PRL
ASV461,LVM
ASV462,PRL
ASV462,PRL
ASV463,PRL
ASV464,PRL
ASV465,PRL
ASV466,LVR
ASV466,LVR
ASV466,LVR
ASV467,LVM
ASV467,LVM
ASV468,LVM
ASV469,LVR
ASV469,LVR
ASV470,PRL
ASV470,PRL
ASV470,PRL
ASV470,LVM
ASV470,LVM
ASV470,LVM
ASV471,RBL
ASV471,RBL
ASV471,PRL
ASV471,PRL
ASV472,LVR
ASV472,LVR
ASV473,LVR
ASV473,LVR
ASV474,LVR
ASV474,LVR
ASV475,PRL
ASV475,PRL
ASV476,LVR
ASV476,LVR
ASV477,LVR
ASV477,LVR
ASV478,LVR
ASV478,LVR
ASV478,LVR
ASV479,PRL
ASV479,PRL
ASV480,LVM
ASV480,LVM
ASV481,LVM
ASV481,LVM
ASV482,LVR
ASV483,LVR
ASV483,LVR
ASV484,LVM
ASV485,PRL
ASV485,PRL
ASV486,LVR
ASV486,LVR
ASV487,RBL
ASV487,RBL
ASV488,PRL
ASV489,LVR
ASV490,LVM
ASV491,LVR
ASV491,LVR
ASV491,LVR
ASV491,LVR
ASV492,PRL
ASV493,LVR
ASV493,LVR
ASV494,LVR
ASV494,LVR
ASV495,PRL
ASV495,PRL
ASV496,LVR
ASV496,LVR
ASV496,LVR
ASV497,LVR
ASV497,LVR
ASV498,LVM
ASV498,LVM
ASV499,LVR
ASV499,LVR
ASV499,LVR
ASV500,LVM
ASV500,LVM
ASV501,LVR
ASV501,LVR
ASV502,LVR
ASV502,LVR
ASV503,LVR
ASV503,LVR
ASV504,RBL
ASV504,RBL
ASV505,LVR
ASV505,LVR
ASV506,LVR
ASV506,LVR
ASV507,LVR
ASV507,LVR
ASV508,LVM
ASV508,LVM
ASV508,LVM
ASV509,LVR
ASV509,LVR
ASV510,LVM
ASV510,LVM
ASV511,LVR
ASV511,LVR
ASV512,LVR
ASV512,LVR
ASV513,LVM
ASV513,LVM
ASV514,LVR
ASV514,LVR
ASV514,LVR
ASV514,LVR
ASV515,LVR
ASV515,LVR
ASV515,LVR
ASV516,LVM
ASV516,LVM
ASV517,LVM
ASV517,LVM
ASV518,LVM
ASV518,LVM
ASV518,LVM
ASV519,LVR
ASV519,LVR
ASV520,LVR
ASV520,LVR
ASV521,LVR
ASV522,LVR
ASV523,RBL
ASV524,LVR
ASV524,LVR
ASV525,LVM
ASV526,LVR
ASV527,PRL
ASV528,PRL
ASV529,PRL
ASV530,LVM
ASV530,LVM
ASV531,LVM
ASV532,PRL
ASV532,PRL
ASV533,PRL
ASV533,PRL
ASV534,LVM
ASV534,LVM
ASV535,LVM
ASV536,LVM
ASV536,LVM
ASV537,PRL
ASV538,LVR
ASV539,LVM
ASV539,LVM
ASV540,LVM
ASV541,RBL
ASV541,RBL
ASV542,PRL
ASV542,PRL
ASV543,LVR
ASV544,LVM
ASV545,LVR
ASV545,LVR
ASV545,LVR
ASV546,LVR
ASV546,LVR
ASV547,LVR
ASV547,LVR
ASV548,PRL
ASV548,PRL
ASV549,RBL
ASV549,RBL
ASV550,LVM
ASV550,LVM
ASV551,LVM
ASV551,LVM
ASV552,LVM
ASV552,LVM
ASV553,LVR
ASV553,LVR
ASV554,LVM
ASV554,LVM
ASV555,LVM
ASV555,LVM
ASV556,LVR
ASV556,LVR
ASV557,LVR
ASV557,LVR
ASV557,LVR
ASV557,LVR
ASV558,LVR
ASV558,LVR
ASV558,LVR
ASV558,LVR
ASV558,LVR
ASV558,LVR
ASV559,LVR
ASV559,LVR
ASV560,LVR
ASV560,LVR
ASV561,RBL
ASV561,RBL
ASV562,LVR
ASV562,LVR
ASV563,LVM
ASV563,LVM
ASV564,LVM
ASV564,LVM
ASV564,LVM
ASV565,LVM
ASV565,LVM
ASV566,LVM
ASV566,LVM
ASV566,LVM
ASV567,PRL
ASV568,LVR
ASV568,LVR
ASV569,RBL
ASV570,PRL
ASV570,PRL
ASV570,PRL
ASV571,LVM
ASV572,LVM
ASV573,PRL
ASV574,LVM
ASV574,LVM
ASV575,PRL
ASV575,PRL
ASV576,LVM
ASV576,LVM
ASV577,LVM
ASV578,LVR
ASV578,LVR
ASV579,LVR
ASV579,LVR
ASV580,LVM
ASV580,LVM
ASV581,PRL
ASV581,PRL
ASV582,LVM
ASV582,LVM
ASV583,LVR
ASV584,PRL
ASV584,PRL
ASV585,LVR
ASV585,LVR
ASV586,LVR
ASV586,LVR
ASV587,LVR
ASV587,LVR
ASV588,PRL
ASV588,PRL
ASV589,LVR
ASV589,LVR
ASV590,LVM
ASV590,LVM
ASV591,LVM
ASV591,LVM
ASV592,LVM
ASV592,LVM
ASV592,LVM
ASV593,LVM
ASV593,LVM
ASV593,LVM
ASV594,LVR
ASV594,LVR
ASV595,LVM
ASV595,LVM
ASV596,LVM
ASV596,LVM
ASV597,PRL
ASV597,PRL
ASV597,PRL
ASV598,LVR
ASV598,LVR
ASV599,RBL
ASV599,RBL
ASV600,LVR
ASV600,LVR
ASV601,LVM
ASV601,LVM
ASV602,LVM
ASV602,LVM
ASV603,LVM
ASV603,LVM
ASV604,LVM
ASV604,LVM
ASV605,RBL
ASV605,RBL
ASV606,LVM
ASV606,LVM
ASV607,LVR
ASV607,LVR
ASV608,LVM
ASV608,LVM
ASV608,LVM
ASV609,LVM
ASV609,LVM
ASV610,LVM
ASV610,LVM
ASV611,LVM
ASV611,LVM
ASV611,LVM
ASV612,LVM
ASV612,LVM
ASV612,LVM
ASV613,LVR
ASV613,LVR
ASV614,PRL
ASV615,LVR
ASV615,LVR
ASV616,LVR
ASV616,LVR
ASV617,LVM
ASV617,LVM
ASV618,LVM
ASV618,LVM
ASV619,LVM
ASV619,LVM
ASV620,RBL
ASV620,RBL
ASV620,RBL
ASV621,LVM
ASV621,LVM
ASV622,RBL
ASV622,RBL
ASV623,LVM
ASV624,PRL
ASV625,LVR
ASV625,LVR
ASV625,LVR
ASV626,LVR
ASV627,LVR
ASV628,LVM
ASV628,LVM
ASV629,LVM
ASV630,LVM
ASV630,LVM
ASV630,LVM
ASV631,RBL
ASV632,LVM
ASV633,PRL
ASV633,PRL
ASV634,LVM
ASV635,RBL
ASV636,LVR
ASV637,LVR
ASV637,LVR
ASV637,LVR
ASV638,LVR
ASV638,LVR
ASV639,LVM
ASV640,PRL
ASV641,LVM
ASV642,PRL
ASV642,PRL
ASV643,PRL
ASV644,LVM
ASV645,LVM
ASV645,LVM
ASV646,LVM
ASV647,LVM
ASV648,LVM
ASV648,LVM
ASV649,LVM
ASV649,LVM
ASV650,RBL
ASV651,LVM
ASV651,LVM
ASV652,RBL
ASV653,LVR
ASV653,LVR
ASV654,PRL
ASV654,PRL
ASV654,PRL
ASV655,LVM
ASV655,LVM
ASV656,LVM
ASV656,LVM
ASV656,LVM
ASV656,LVM
ASV656,LVM
ASV657,PRL
ASV657,PRL
ASV658,LVM
ASV658,LVM
ASV659,LVM
ASV659,LVM
ASV660,LVR
ASV660,LVR
ASV661,PRL
ASV661,PRL
ASV662,LVR
ASV662,LVR
ASV663,LVR
ASV663,LVR
ASV664,LVM
ASV664,LVM
ASV665,LVM
ASV665,LVM
ASV666,RBL
ASV666,RBL
ASV667,LVM
ASV667,LVM
ASV668,LVR
ASV669,PRL
ASV669,PRL
ASV670,LVM
ASV670,LVM
ASV671,LVR
ASV671,LVR
ASV671,LVR
ASV672,LVM
ASV672,LVM
ASV672,LVM
ASV673,LVR
ASV673,LVR
ASV674,LVM
ASV674,LVM
ASV675,LVM
ASV675,LVM
ASV676,LVR
ASV676,LVR
ASV677,LVR
ASV677,LVR
ASV678,RBL
ASV679,PRL
ASV679,PRL
ASV680,LVM
ASV680,LVM
ASV680,LVM
ASV681,LVR
ASV681,LVR
ASV682,LVM
ASV682,LVM
ASV683,LVM
ASV683,LVM
ASV683,LVM
ASV684,LVM
ASV684,LVM
ASV684,LVM
ASV685,RBL
ASV686,PRL
ASV686,PRL
ASV687,LVR
ASV687,LVR
ASV688,LVM
ASV688,LVM
ASV689,LVM
ASV689,LVM
ASV689,LVM
ASV690,RBL
ASV690,RBL
ASV691,LVR
ASV691,LVR
ASV692,LVM
ASV692,LVM
ASV693,LVM
ASV693,LVM
ASV694,LVM
ASV694,LVM
ASV694,LVM
ASV695,LVM
ASV695,LVM
ASV696,LVR
ASV696,LVR
ASV696,LVR
ASV697,LVR
ASV697,LVR
ASV697,LVR
ASV698,LVM
ASV698,LVM
ASV699,RBL
ASV699,RBL
ASV700,LVR
ASV700,LVR
ASV700,LVR
ASV701,LVM
ASV701,LVM
ASV701,LVM
ASV702,LVM
ASV702,LVM
ASV702,LVM
ASV703,LVR
ASV703,LVR
BC10v0,PRL
BC10v0,LVM
BC10v0,LVR
BC10v0,RBL
